date,prior_market_cap,price_effect,new_issuance,removed_capital,other_adjustments,total_market_cap,reconciliation_difference,reconciles
2025-07-02,20439307.5,22499.99999999997,0.0,0.0,0.0,20461807.5,0.0,True
2025-09-01,20461807.5,0.0,12500000.0,0.0,0.0,32961807.5,0.0,True
2025-09-22,32961807.5,-20000.0,0.0,0.0,0.0,32941807.5,0.0,True
2025-09-24,32941807.5,-9799.999999999985,0.0,0.0,0.0,32932007.5,0.0,True
2025-09-25,32932007.5,-44360.00000000001,0.0,0.0,0.0,32887647.5,0.0,True
2025-09-26,32887647.5,-67264.99999999999,0.0,0.0,0.0,32820382.5,0.0,True
2025-09-29,32820382.5,-61094.99999999997,0.0,0.0,0.0,32759287.5,0.0,True
2025-09-30,32759287.5,-24709.999999999996,0.0,0.0,0.0,32734577.5,0.0,True
2025-10-01,32734577.5,-3600.0000000000014,0.0,0.0,0.0,32730977.5,0.0,True
2025-12-24,32730977.5,35000.0,0.0,0.0,0.0,32765977.5,0.0,True
2025-12-26,32765977.5,24335.0,0.0,0.0,0.0,32790312.5,0.0,True
2025-12-29,32790312.5,-27225.0,0.0,0.0,0.0,32763087.5,0.0,True
2025-12-30,32763087.5,-7305.000000000018,0.0,0.0,0.0,32755782.5,0.0,True
2025-12-31,32755782.5,37777.49999999999,0.0,14500.0,0.0,32779060.0,0.0,True
2026-03-23,32779060.0,20000.0,0.0,0.0,0.0,32799060.0,0.0,True
2026-03-24,32799060.0,2299.9999999999973,0.0,0.0,0.0,32801360.0,0.0,True
2026-03-25,32801360.0,5049.999999999995,0.0,0.0,0.0,32806410.0,0.0,True
2026-03-26,32806410.0,1132.5000000000064,0.0,0.0,0.0,32807542.5,0.0,True
2026-03-27,32807542.5,7140.000000000007,0.0,0.0,0.0,32814682.5,0.0,True
2026-03-30,32814682.5,2029.9999999999886,0.0,0.0,0.0,32816712.5,0.0,True
2026-03-31,32816712.5,-769.9999999999923,0.0,0.0,0.0,32815942.5,0.0,True
2026-06-22,32815942.5,-2850.0,0.0,0.0,0.0,32813092.5,0.0,True
2026-06-24,32813092.5,-18624.999999999993,0.0,0.0,0.0,32794467.5,0.0,True
2026-06-25,32794467.5,6719.999999999998,0.0,0.0,0.0,32801187.5,0.0,True
2026-06-26,32801187.5,7080.000000000008,0.0,0.0,0.0,32808267.5,0.0,True
2026-06-29,32808267.5,14044.999999999998,0.0,0.0,0.0,32822312.5,0.0,True
2026-06-30,32822312.5,70619.99999999999,0.0,0.0,0.0,32892932.5,0.0,True
2026-07-01,32892932.5,39000.0,0.0,0.0,0.0,32931932.5,0.0,True
2026-07-02,32931932.5,7525.0,0.0,0.0,0.0,32939457.5,0.0,True
2026-07-08,32939457.5,3149.9999999999995,0.0,0.0,0.0,32942607.5,0.0,True
2026-07-09,32942607.5,29080.0,0.0,12500.0,0.0,32959187.5,0.0,True
2026-07-22,32959187.5,5699.999999999999,0.0,0.0,0.0,32964887.5,0.0,True
2026-07-23,32964887.5,40250.0,0.0,0.0,0.0,33005137.5,0.0,True
