asset_id,ticker,name,category,subcategory,underlying_collectible,significance,publisher,publication_year,issue_number,grade,brand,model,year,size,material,color,hardware,offering_date,offering_market_cap_usd,current_market_cap_usd,acquisition_cost_usd,last_trade_price,bid_price,ask_price,share_count,sec_filing_url,status,exit_date,exit_price_per_share,exit_market_cap_usd,total_return_at_exit,source_notes,trading_state,lifecycle_event_type,lifecycle_event_status,lifecycle_event_date,status_updated_at,buyout_offer_date,buyout_offer_price_per_share,buyout_offer_total_value,buyout_reference_price,buyout_reference_price_date,buyout_premium_pct,buyout_vote_yes_pct,buyout_vote_no_pct,buyout_vote_advisory_pct,buyout_vote_as_of,buyout_vote_provisional,buyout_notes,comp_count,top_comp_count,median_comp_sale_usd,mean_comp_sale_usd,estimate_weighted_value_usd,estimated_nav_usd,nav_low_usd,nav_high_usd,nav_confidence,discount_to_secondary_nav,premium_to_offering,rally_return_since_offering,comp_market_momentum_90d,comp_market_momentum_180d,comp_market_momentum_365d,liquidity_score,mispricing_score
rally-karuizawa,KARUIZAWA,Karuizawa Aqua of Life 50-Year-Old Whisky,wine and whiskey,japanese whisky,,,,,,,,,,,,Karuizawa Aqua of Life 50-Year-Old Whisky,,2021-11-01,65000.0,42250.0,,3.25,,,13000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.35,-0.35,,,,0.45,0.0
rally-keller,KELLER,Helen Keller 1892 Book (Inscribed),books,rare books,,,,,,,,,,,,Helen Keller 1892 Book (Inscribed),,2022-03-01,15000.0,10650.0,,3.55,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.29000000000000004,-0.29000000000000004,,,,0.45,0.0
rally-kerouac,KEROUAC,Jack Kerouac - On the Road (Signed First Edition),books,rare books,,,,,,,,,,,,Jack Kerouac - On the Road (Signed First Edition),,2020-12-01,98000.0,29155.0,,5.95,,,4900.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.7025,-0.7025,,,,0.45,0.0
rally-lotf,LOTF,William Golding - Lord of the Flies (First Edition),books,rare books,,,,,,,,,,,,William Golding - Lord of the Flies (First Edition),,2022-03-01,14000.0,7500.0,,3.75,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4642857142857143,-0.4642857142857143,,,,0.45,0.0
rally-lotr,LOTR,J.R.R. Tolkien - The Lord of the Rings Trilogy (First Edition),books,rare books,,,,,,,,,,,,J.R.R. Tolkien - The Lord of the Rings Trilogy (First Edition),,2020-06-01,29000.0,75000.0,,75.0,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-06.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,1.5862068965517242,1.5862068965517242,,,,0.45,0.0
rally-macallan1,MACALLAN1,Macallan 30-Year-Old Blue Label Scotch Whisky,wine and whiskey,scotch whisky,,,,,,,,,,,,Macallan 30-Year-Old Blue Label Scotch Whisky,,2021-11-01,13250.0,12500.0,,12.5,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.05660377358490565,-0.05660377358490565,,,,0.45,0.0
rally-macallan2,MACALLAN2,Macallan 40-Year-Old Whisky,wine and whiskey,scotch whisky,,,,,,,,,,,,Macallan 40-Year-Old Whisky,,2022-02-01,30000.0,29000.0,,5.8,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-02.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.033333333333333326,-0.033333333333333326,,,,0.45,0.0
rally-macallan3,MACALLAN3,1938 Macallan Red Ribbon Whisky,wine and whiskey,scotch whisky,,,,,,,,,1938.0,,,Macallan Red Ribbon Whisky,,2022-07-01,20500.0,25830.0,,6.3,,,4100.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-07.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.26,0.26,,,,0.45,0.0
rally-marx,MARX,Karl Marx - Das Kapital (First Edition),books,rare books,,,,,,,,,,,,Karl Marx - Das Kapital (First Edition),,2021-10-01,120000.0,36800.0,,4.6,,,8000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-10.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.6933333333333334,-0.6933333333333334,,,,0.45,0.0
rally-megalodon,MEGALODON,Megalodon Fossil,fossils,shark,,,,,,,,,,,,Megalodon Fossil,,2021-10-01,600000.0,178500.0,,5.95,,,30000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-10.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.7025,-0.7025,,,,0.45,0.0
rally-mobydick,MOBYDICK,Herman Melville - Moby-Dick (First Edition),books,rare books,,,,,,,,,,,,Herman Melville - Moby-Dick (First Edition),,2022-01-01,70000.0,33500.0,,3.35,,,10000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-01.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5214285714285714,-0.5214285714285714,,,,0.45,0.0
rally-mosasaur,MOSASAUR,Mosasaur,fossils,mosasaur,,,,,,,,,,,,Mosasaur,,2021-02-01,30000.0,34200.0,,5.7,,,6000.0,,trading,,,,,Currently trading. Quarterly history imported. Submitted offering_date was 2021-02.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.1399999999999999,0.1399999999999999,,,,0.45,0.0
rally-newton,NEWTON,Isaac Newton - Principia (First Edition),books,rare books,,,,,,,,,,,,Isaac Newton - Principia (First Edition),,2021-05-01,300000.0,205500.0,,6.85,,,30000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.31499999999999995,-0.31499999999999995,,,,0.45,0.0
rally-newworld,NEWWORLD,Aldous Huxley - Brave New World (First Edition),books,rare books,,,,,,,,,,,,Aldous Huxley - Brave New World (First Edition),,2022-01-01,14000.0,11600.0,,5.8,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-01.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.17142857142857137,-0.17142857142857137,,,,0.45,0.0
rally-pappy1,PAPPY1,Pappy Van Winkle Bourbon Assortment,wine and whiskey,bourbon,,,,,,,,,,,,Pappy Van Winkle Bourbon Assortment,,2022-08-01,14000.0,65100.0,,32.55,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-08.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,3.6500000000000004,3.6500000000000004,,,,0.45,0.0
rally-picnic,PICNIC,Hermès 35cm Picnic Kelly,handbags,kelly_picnic,,,,,,,Hermes,Kelly,,35,,Picnic,,2020-12-01,54000.0,26600.0,,13.3,,,2000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2020-12.,halted,buyout_offer,pending,,2026-08-09T00:00:00Z,,15.5,31000.0,13.3,2026-06-29,0.1654135338345863,,,,,,Pending offer metadata; not an executed trade or realized exit.,0,0,,,,,,,0.0,,-0.5074074074074074,-0.5074074074074074,,,,0.45,0.0
rally-rabbit,RABBIT,The Tale of Peter Rabbit (First Edition),books,rare books,,,,,,,,,,,,The Tale of Peter Rabbit (First Edition),,2022-08-01,46000.0,47500.0,,4.75,,,10000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-08.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.032608695652173836,0.032608695652173836,,,,0.45,0.0
rally-riviera,RIVIERA,1965 Rolex 1601 Datejust Joyera Riviera,watches,rolex,,,,,,,Rolex,,1965.0,,,1601 Datejust Joyera Riviera,,2021-04-01,30000.0,19800.0,,3.3,,,6000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.33999999999999997,-0.33999999999999997,,,,0.45,0.0
rally-rlexpepsi,RLEXPEPSI,Rolex GMT-Master II Pepsi Jubilee,watches,rolex,,,,,,,Rolex,,,,,GMT-Master II Pepsi Jubilee,,2019-11-01,17800.0,20000.0,,10.0,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.12359550561797761,0.12359550561797761,,,,0.45,0.0
rally-roosevelt,ROOSEVELT,Theodore Roosevelt - African Game Trails (Signed First Edition),books,rare books,,,,,,,,,,,,Theodore Roosevelt - African Game Trails (Signed First Edition),,2020-03-01,19500.0,19800.0,,19.8,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.01538461538461533,0.01538461538461533,,,,0.45,0.0
rally-shkspr4,SHKSPR4,"Shakespeare - Comedies, Histories & Tragedies",books,rare books,,,,,,,,,,,,"Shakespeare - Comedies, Histories & Tragedies",,2020-07-01,115000.0,75000.0,,75.0,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-07.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.34782608695652173,-0.34782608695652173,,,,0.45,0.0
rally-smurf,SMURF,Rolex Submariner Smurf,watches,rolex,,,,,,,Rolex,Submariner,,,,,,2019-11-01,34500.0,36100.0,,18.05,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.04637681159420293,0.04637681159420293,,,,0.45,0.0
rally-snoopy,SNOOPY,Omega Speedmaster Silver Snoopy,watches,omega,,,,,,,,,,,,Omega Speedmaster Silver Snoopy,,2020-04-01,25500.0,27500.0,,13.75,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.07843137254901955,0.07843137254901955,,,,0.45,0.0
rally-soblack,SOBLACK,Hermès 30cm So Black Birkin,handbags,birkin_so_black,,,,,,,Hermes,Birkin,,30,,So Black,,2020-09-01,56000.0,35050.0,,35.05,,,1000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-09.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.37410714285714286,-0.37410714285714286,,,,0.45,0.0
rally-steg,STEG,BCQ-24 Stegosaurus Skeleton,fossils,stegosaurus,,,,,,,,,,,,BCQ-24 Stegosaurus Skeleton,,2024-12-01,13750000.0,,,,,,200000.0,,exited,,,,,Offering complete. Will not trade on Rally. Submitted offering_date was 2024-12.,inactive,other_exit,completed,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-tkam,TKAM,Harper Lee - To Kill a Mockingbird (Signed First Edition),books,rare books,,,,,,,,,,,,Harper Lee - To Kill a Mockingbird (Signed First Edition),,2020-10-01,32000.0,25000.0,,12.5,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-10.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.21875,-0.21875,,,,0.45,0.0
rally-tornek,TORNEK,Tornek-Rayville TR-900,watches,tornek-rayville,,,,,,,,,,,,Tornek-Rayville TR-900,,2020-11-01,165000.0,77550.0,,2.35,,,33000.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.53,-0.53,,,,0.45,0.0
rally-treasure,TREASURE,Treasure Island (First Edition),books,rare books,,,,,,,,,,,,Treasure Island (First Edition),,2022-05-01,22500.0,13950.0,,3.1,,,4500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.38,-0.38,,,,0.45,0.0
rally-twocities,TWOCITIES,Charles Dickens - A Tale of Two Cities (First Edition),books,rare books,,,,,,,,,,,,Charles Dickens - A Tale of Two Cities (First Edition),,2019-11-01,14500.0,13600.0,,68.0,,,200.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.06206896551724139,-0.06206896551724139,,,,0.45,0.0
rally-ulysses,ULYSSES,James Joyce - Ulysses (Matisse Signed),books,rare books,,,,,,,,,,,,James Joyce - Ulysses (Matisse Signed),,2020-03-01,25500.0,17500.0,,35.0,,,500.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.3137254901960784,-0.3137254901960784,,,,0.45,0.0
rally-walden,WALDEN,Henry David Thoreau - Walden (First Edition),books,rare books,,,,,,,,,,,,Henry David Thoreau - Walden (First Edition),,2021-05-01,20500.0,31000.0,,15.5,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.5121951219512195,0.5121951219512195,,,,0.45,0.0
rally-wildthing,WILDTHING,Where the Wild Things Are (Inscribed First Edition),books,rare books,,,,,,,,,,,,Where the Wild Things Are (Inscribed First Edition),,2021-10-01,18000.0,13900.0,,6.95,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-10.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.22777777777777775,-0.22777777777777775,,,,0.45,0.0
rally-wzrdofoz,WZRDOFOZ,The Wonderful Wizard of Oz (First Edition),books,rare books,,,,,,,,,,,,The Wonderful Wizard of Oz (First Edition),,2021-04-01,90000.0,36900.0,,6.15,,,6000.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.5900000000000001,-0.5900000000000001,,,,0.45,0.0
rally-yoko,YOKO,Yoko Ono - Grapefruit (Signed First Edition),books,rare books,,,,,,,,,,,,Yoko Ono - Grapefruit (Signed First Edition),,2020-05-01,16000.0,8410.0,,42.05,,,200.0,,trading,,,,,Currently trading. Submitted offering_date was 2020-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.474375,-0.474375,,,,0.45,0.0
rally-93xj1,93XJ1,1993 Jaguar XJ220,cars,classic cars,,,,,,,,,1993.0,,,Jaguar XJ220,,2018-08-01,495000.0,420000.0,,84.0,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2018-08.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.1515151515151515,-0.1515151515151515,,,,0.45,0.0
rally-83fb1,83FB1,1983 Ferrari 512 BBi,cars,classic cars,,,,,,,,,1983.0,,,Ferrari 512 BBi,,2018-07-01,350000.0,245500.0,,49.1,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2018-07.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2985714285714286,-0.2985714285714286,,,,0.45,0.0
rally-63cc1,63CC1,1963 Chevrolet Corvette Split Window,cars,classic cars,,,,,,,,,1963.0,,,Chevrolet Corvette Split Window,,2019-03-01,126000.0,138000.0,,69.0,,,2000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2019-03.,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,60.44,120880.0,69.0,2026-06-29,-0.1240579710144927,,,,,,Pending offer metadata; not an executed trade or realized exit.,0,0,,,,,,,0.0,,0.09523809523809534,0.09523809523809534,,,,0.45,0.0
rally-65fm1,65FM1,1965 Mustang Fastback,cars,classic cars,,,,,,,,,1965.0,,,Mustang Fastback,,2019-05-01,82500.0,69800.0,,34.9,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-05.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.15393939393939393,-0.15393939393939393,,,,0.45,0.0
rally-55ps1,55PS1,1955 Porsche 356 Speedster,cars,classic cars,,,,,,,,,1955.0,,,Porsche 356 Speedster,,2018-03-01,425000.0,285000.0,,142.5,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2018-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.3294117647058824,-0.3294117647058824,,,,0.45,0.0
rally-65ag1,65AG1,1965 Alfa Romeo Giulia SS,cars,classic cars,,,,,,,,,1965.0,,,Alfa Romeo Giulia SS,,2019-04-01,178500.0,90000.0,,45.0,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4957983193277311,-0.4957983193277311,,,,0.45,0.0
rally-82av1,82AV1,1982 Aston Martin V8 Vantage Oscar India,cars,classic cars,,,,,,,,,1982.0,,,Aston Martin V8 Vantage Oscar India,,2021-12-01,297500.0,163625.0,,11.0,,,14875.0,,trading,,,,,Currently trading. Submitted offering_date was 2021-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.44999999999999996,-0.44999999999999996,,,,0.45,0.0
rally-94fs1,94FS1,1994 Ferrari 348 Spider,cars,classic cars,,,,,,,,,1994.0,,,Ferrari 348 Spider,,2019-09-01,145000.0,116000.0,,58.0,,,2000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2019-09.,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,87.0,174000.0,58.0,2026-06-24,0.5,,,,,,Pending offer metadata; not an executed trade or realized exit.,0,0,,,,,,,0.0,,-0.19999999999999996,-0.19999999999999996,,,,0.45,0.0
rally-94dv1,94DV1,1994 Dodge Viper RT/10,cars,classic cars,,,,,,,,,1994.0,,,Dodge Viper RT/10,,2018-12-01,57500.0,60000.0,,30.0,,,2000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2018-12.,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,31.5,63000.0,30.0,2026-06-29,0.05,,,,,,Pending offer metadata; not an executed trade or realized exit.,0,0,,,,,,,0.0,,0.04347826086956519,0.04347826086956519,,,,0.45,0.0
rally-99ss1,99SS1,1999 Shelby Series 1,cars,classic cars,,,,,,,,,1999.0,,,Shelby Series 1,,2019-09-01,137500.0,165000.0,,165.0,,,1000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2019-09.,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,165.5,165500.0,165.0,2026-06-23,0.0030303030303029,22.0,77.0,0.5,2026-07-31T00:00:00Z,True,"User-observed approximate, provisional, non-final vote snapshot; Advisory Decide approximately 0.5%. Not used in index calculations.",0,0,,,,,,,0.0,,0.19999999999999996,0.19999999999999996,,,,0.45,0.0
rally-69bm1,69BM1,1969 Boss 302 Mustang,cars,classic cars,,,,,,,,,1969.0,,,Boss 302 Mustang,,2017-11-01,115000.0,100000.0,,50.0,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2017-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.13043478260869568,-0.13043478260869568,,,,0.45,0.0
rally-92ld1,92LD1,1992 Lancia Delta Martini 5,cars,classic cars,,,,,,,,,1992.0,,,Lancia Delta Martini 5,,2018-12-01,165000.0,127500.0,,42.5,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2018-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2272727272727273,-0.2272727272727273,,,,0.45,0.0
rally-92cc1,92CC1,1992 Chevrolet Corvette ZR-1,cars,classic cars,,,,,,,,,1992.0,,,Chevrolet Corvette ZR-1,,2019-09-01,52500.0,80000.0,,40.0,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-09.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.5238095238095237,0.5238095238095237,,,,0.45,0.0
rally-61je1,61JE1,1961 Jaguar E-Type,cars,classic cars,,,,,,,,,1961.0,,,Jaguar E-Type,,2019-04-01,246000.0,172500.0,,57.5,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-04.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.2987804878048781,-0.2987804878048781,,,,0.45,0.0
rally-61mg1,61MG1,1961 Maserati 3500 GT,cars,classic cars,,,,,,,,,1961.0,,,Maserati 3500 GT,,2019-09-01,340000.0,215000.0,,43.0,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-09.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.36764705882352944,-0.36764705882352944,,,,0.45,0.0
rally-72mc1,72MC1,1972 Mazda Cosmo Sport,cars,classic cars,,,,,,,,,1972.0,,,Mazda Cosmo Sport,,2018-12-01,124500.0,71500.0,,35.75,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2018-12.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4257028112449799,-0.4257028112449799,,,,0.45,0.0
rally-91mv1,91MV1,1991 Mitsubishi 3000GT VR-4,cars,classic cars,,,,,,,,,1991.0,,,Mitsubishi 3000GT VR-4,,2018-11-01,38000.0,36000.0,,18.0,,,2000.0,,buyout_pending,,,,,Currently trading. Submitted offering_date was 2018-11.,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,20.0,40000.0,18.0,2026-06-29,0.1111111111111111,,,,,,Pending offer metadata; not an executed trade or realized exit.,0,0,,,,,,,0.0,,-0.052631578947368474,-0.052631578947368474,,,,0.45,0.0
rally-75ra1,75RA1,1975 Renault Alpine A110,cars,classic cars,,,,,,,,,1975.0,,,Renault Alpine A110,,2019-03-01,84000.0,72150.0,,24.05,,,3000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-03.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.14107142857142863,-0.14107142857142863,,,,0.45,0.0
rally-77le1,77LE1,1977 Lotus Esprit S1,cars,classic cars,,,,,,,,,1977.0,,,Lotus Esprit S1,,2016-11-01,77700.0,80200.0,,40.1,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2016-11.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.03217503217503226,0.03217503217503226,,,,0.45,0.0
rally-11bm1,11BM1,2011 BMW 1M,cars,classic cars,,,,,,,,,2011.0,,,BMW 1M,,2019-01-01,84000.0,84800.0,,42.4,,,2000.0,,trading,,,,,Currently trading. Submitted offering_date was 2019-01.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,0.00952380952380949,0.00952380952380949,,,,0.45,0.0
rally-catcher,CATCHER,J.D. Salinger's The Catcher in the Rye,books,rare books,,,,,,,,,,,,J.D. Salinger's The Catcher in the Rye,,2020-06-01,12500.0,,,,,,500.0,,exited,2026-07-20,27.95,13975.0,0.11799999999999988,Exited Books asset; no quarterly price observations added.,inactive,other_exit,completed,2026-07-20,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-einstein,EINSTEIN,"Albert Einstein's Philosopher-Scientist, Signed First Edition",books,rare books,,,,,,,,,,,,"Albert Einstein's Philosopher-Scientist, Signed First Edition",,2019-12-01,14500.0,,,,,,2000.0,,exited,2026-02-09,8.27,16540.0,0.14068965517241372,Exited Books asset; no quarterly price observations added.,inactive,other_exit,completed,2026-02-09,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-federal,FEDERAL,"Hamilton, Madison, and Jay's The Federalist, First Edition",books,rare books,,,,,,,,,,,,"Hamilton, Madison, and Jay's The Federalist, First Edition",,2021-01-01,150000.0,,,,,,10000.0,,exited,2024-09-19,19.5,195000.0,0.30000000000000004,Exited Books asset; no quarterly price observations added.,inactive,other_exit,completed,2024-09-19,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-hobbit,HOBBIT,"J.R.R. Tolkien's The Hobbit, First Edition",books,rare books,,,,,,,,,,,,"J.R.R. Tolkien's The Hobbit, First Edition",,2021-12-01,80000.0,,,,,,10000.0,,exited,2024-11-13,9.0,90000.0,0.125,Exited Books asset; no quarterly price observations added.,inactive,other_exit,completed,2024-11-13,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-potter,POTTER,J.K. Rowling's Harry Potter and the Philosopher's Stone,books,rare books,,,,,,,,,,,,J.K. Rowling's Harry Potter and the Philosopher's Stone,,2019-11-01,72000.0,,,,,,3000.0,,exited,2024-02-13,44.16666666666666,132500.0,0.8402777777777777,Exited Books asset; no quarterly price observations added. Exact total exit value is authoritative; per-share exit price is derived from it.,inactive,other_exit,completed,2024-02-13,,,,,,,,,,,,,,0,0,,,,,,,0.0,,,,,,,0.45,0.0
rally-warhol1,WARHOL1,"1967 Andy Warhol Marilyn Monroe Print, Signed",art,art,,,,,,,,,1967.0,,,"Andy Warhol Marilyn Monroe Print, Signed",,2022-05-01,170000.0,102000.0,,6.0,,,17000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4,-0.4,,,,0.45,0.0
rally-grateful1,GRATEFUL1,1966 Grateful Dead Skeleton and Roses Poster,art,art,,,,,,,,,1966.0,,,Grateful Dead Skeleton and Roses Poster,,2022-10-01,125000.0,90000.0,,7.2,,,12500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-10. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.28,-0.28,,,,0.45,0.0
rally-warhol2,WARHOL2,"1969 Andy Warhol Campbell’s Soup Print, Signed",art,art,,,,,,,,,1969.0,,,"Andy Warhol Campbells Soup Print, Signed",,2022-07-01,65000.0,46800.0,,7.2,,,6500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.28,-0.28,,,,0.45,0.0
rally-sachs1,SACHS1,Tom Sachs Rocket Factory “Game Changer”,art,art,,,,,,,,,,,,Tom Sachs Rocket Factory Game Changer,,2022-05-01,21500.0,4300.0,,2.0,,,2150.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.8,-0.8,,,,0.45,0.0
rally-andypele,ANDYPELE,1977 Andy Warhol Pelé Polaroid,art,art,,,,,,,,,1977.0,,,Andy Warhol Pele Polaroid,,2022-08-01,26000.0,15600.0,,2.4,,,6500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.4,-0.4,,,,0.45,0.0
rally-hirst1,HIRST1,"Damien Hirst, The Currency, Painting",art,art,,,,,,,,,,,,"Damien Hirst, The Currency, Painting",,2022-03-01,20000.0,15000.0,,3.0,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,-0.25,-0.25,,,,0.45,0.0
rally-gold1,GOLD1,172 GM Gold Nugget,precious minerals,precious minerals,,,,,,,,,,,,172 GM Gold Nugget,,2022-04-01,16000.0,40000.0,,10.0,,,4000.0,,trading,,,,,Alaska gold nugget weighing 172 grams. Currently trading. Submitted offering_date was 2022-04. No price history has been ingested.,active,none,none,,,,,,,,,,,,,,,0,0,,,,,,,0.0,,1.5,1.5,,,,0.45,0.0
