date,ticker,name,universe,category,price,return_1d,return_7d,return_30d,volatility,sharpe,sortino,max_drawdown,source_quality
2026-07-02,17DUJAC,2017 Domaine Dujac Wine Collection,collectibles,wine and whiskey,9.4,0.021739130434782705,0.021739130434782705,0.021739130434782705,4.538998101867735,2.5194588651064755,6.240111244510546,-0.5233333333333333,high
2026-07-02,59BOND,Ian Fleming - Goldfinger (Dedication Copy),collectibles,books,4.5,0.5,0.5,0.5,3.9735566545590313,0.8125141234092925,1.4880504809224917,-0.6758620689655173,high
2026-07-02,59JFK,John F. Kennedy - Profiles in Courage (Inscribed to Frank Sinatra),collectibles,books,7.5,-0.0066225165562913135,-0.0066225165562913135,-0.0066225165562913135,2.9692568929619365,-0.1471882754590641,-0.2913984192294146,-0.5958333333333334,high
2026-07-02,62BOND,Ian Fleming - The Spy Who Loved Me (Inscribed to RFK),collectibles,books,2.65,-0.05357142857142849,-0.05357142857142849,-0.05357142857142849,2.5025873017648954,-0.4462702623581851,-0.9563538262358116,-0.4736842105263158,high
2026-07-02,79STELLA,1979 Rolex Coral Stella Dial Day-Date,collectibles,watches,5.9,0.22916666666666674,0.22916666666666674,0.22916666666666674,3.7677609627439113,4.017123037371975,14.475004267475873,-0.4244604316546763,high
2026-07-02,70RLEX,1970 Rolex Watch,collectibles,watches,19.5,-0.025000000000000022,-0.025000000000000022,-0.025000000000000022,2.5004382319298117,1.0820351503187609,1.3033978846468193,-0.39,high
2026-07-02,93DAYTONA,1993 Rolex Zenith Daytona Inverted 6,collectibles,watches,18.1,0.0,0.0,0.0,2.310834505004421,-0.01955858602691921,-0.03454813838557985,-0.41400000000000003,high
2026-07-02,AGHOWL,Allen Ginsberg - Howl and Other Poems (Inscribed First Edition),collectibles,books,39.0,0.62839248434238,3.875,3.875,7.41318280798882,1.9957093533825152,6.851927791653122,-0.8461538461538461,high
2026-07-02,ALICE,Lewis Carroll - Alice's Adventures in Wonderland (First Edition),collectibles,books,2.0,1.5,1.5,1.5,5.620253705105401,2.077614449599823,9.406921425612206,-0.627906976744186,high
2026-07-02,ANMLFARM,George Orwell - Animal Farm (First Edition),collectibles,books,23.45,0.13285024154589364,0.13285024154589364,0.13285024154589364,3.206183051513103,1.1437491626381744,2.4127412063414786,-0.5714285714285714,high
2026-07-02,APROAK,Audemars Piguet Royal Oak,collectibles,watches,40.65,0.0037037037037037646,0.0037037037037037646,0.0037037037037037646,1.7517377184422094,-19.002545494969226,-23.385826704518433,-0.45270270270270274,high
2026-07-02,BIRKINBLU,Hermès 25cm Blue Lizard Birkin,collectibles,handbags,30.9,-0.0911764705882353,-0.0911764705882353,-0.0911764705882353,1.7680069947933612,-4.1101324819136416,-5.690432199285672,-0.5509745127436283,high
2026-07-02,BIRKINBOR,Hermès 35cm Bordeaux Crocodile Birkin,collectibles,handbags,17.0,-0.1866028708133971,-0.1866028708133971,-0.1866028708133971,3.0780828321761025,-0.6267277173176352,-1.184635208624123,-0.595,high
2026-07-02,BIRKINTAN,Hermès 30cm Tangerine Ostrich Birkin,collectibles,handbags,25.6,-0.1452420701168614,-0.1452420701168614,-0.1452420701168614,2.4496849916524126,0.5824913839684187,1.0680198975664426,-0.375,high
2026-07-02,BOND1,Ian Fleming - Casino Royale (First Edition),collectibles,books,15.1,0.0,0.0,0.0,1.5793953116493673,-6.11334060947769,-7.546345751932399,-0.6420927467300832,high
2026-07-02,BONDWATCH,Pierce Brosnan Omega Seamaster James Bond Film-Worn Watch,collectibles,watches,2.05,-0.08888888888888902,-0.08888888888888902,-0.08888888888888902,2.3124901852194206,1.2191738570352786,4.595982720401512,-0.2727272727272727,high
2026-07-02,BRADBURY,Ray Bradbury - Fahrenheit 451 (Signed First Edition),collectibles,books,5.0,-0.04761904761904767,-0.04761904761904767,-0.04761904761904767,2.8932034020294988,-0.5415610004286897,-1.3462860048139444,-0.4475138121546962,high
2026-07-02,BROSGRIMM,Grimms' Fairy Tales (Inscribed),collectibles,books,20.0,0.6000000000000001,0.6000000000000001,0.5384615384615385,3.080846272917964,3.5039031376281518,11.694288225928235,-0.3811881188118812,high
2026-07-02,CHURCHILL,Winston Churchill - The Second World War (Signed First Edition),collectibles,books,3.15,-0.1923076923076923,-0.1923076923076923,-0.1923076923076923,4.978762782154632,4.170580822531064,6.136431124926824,-0.7767857142857143,high
2026-07-02,CONGRESS,Journals of the Continental Congress (1774–1775),collectibles,books,13.0,-0.007633587786259555,-0.007633587786259555,-0.007633587786259555,2.1626886794017848,-1.223010106778188,-2.1924415488238846,-0.631578947368421,high
2026-07-02,DEATON,Deaton Triceratops Skull,collectibles,fossils,23.75,-0.01041666666666663,-0.01041666666666663,-0.01041666666666663,2.335503976592188,2.7856308286154907,4.891430008779034,-0.33333333333333337,high
2026-07-02,DIMAGGIO2,DiMaggio 2 Watch,collectibles,watches,10.0,0.0,0.0,0.0,2.8471355612639693,-1.0591085624649206,-2.0698936521656424,-0.6111111111111112,high
2026-07-02,DOMINOS,Domino's Pizza Special Edition Rolex Air-King,collectibles,watches,5.1,-0.13559322033898313,-0.13559322033898313,-0.13559322033898313,4.148739976274566,1.3578181542692696,2.5908993462053918,-0.5806451612903225,high
2026-07-02,DUNE,Frank Herbert - Dune (Inscribed First Edition),collectibles,books,26.35,0.03131115459882583,0.03131115459882583,0.03131115459882583,4.488093933118564,2.7108365244532218,6.361798675352462,-0.5,high
2026-07-02,FAUBOURG,Hermès Faubourg,collectibles,handbags,58.7,0.02086956521739136,0.02086956521739136,0.02086956521739136,3.8142696024256986,0.03042284573028385,0.05080963842716306,-0.46631087391594395,high
2026-07-02,FAUBOURG2,Hermès Faubourg 2,collectibles,handbags,15.0,0.0,0.0,0.0,2.0777525389364095,1.2123868453862714,1.8406740096292384,-0.38983050847457623,high
2026-07-02,FROST,Robert Frost - A Boy's Will (First Edition),collectibles,books,78.9,0.6268041237113404,0.6268041237113404,0.6268041237113404,4.711883676943947,2.0362947135049367,4.503760768824001,-0.696969696969697,high
2026-07-02,GATSBY,The Great Gatsby (Signed First Edition),collectibles,books,24.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,2.2277482564807563,-1.4873659337695597,-1.8175421262684663,-0.5386533665835411,high
2026-07-02,GMTBLACK1,1983 Rolex GMT-Master Nipple Dial,collectibles,watches,28.5,0.032608695652173836,0.032608695652173836,0.032608695652173836,1.6510740958830727,0.9031055206475177,1.6534447872573719,-0.30000000000000004,high
2026-07-02,GRAPES,John Steinbeck - The Grapes of Wrath (Inscribed First Edition),collectibles,books,12.95,0.4388888888888889,0.4388888888888889,0.4388888888888889,3.6925029805802203,0.30873446154431405,0.6495746701405988,-0.5398457583547558,high
