asset_id,ticker,asset_name,category,subcategory,status,shares_outstanding,offering_date,offering_price_per_share,offering_market_cap,first_trade_date,exit_date,exit_price_per_share,exit_value_total,exit_type,source_reference,verified_at,notes,rally_url,currency,implied_offering_market_cap,warning_reason,trading_state,lifecycle_event_type,lifecycle_event_status,lifecycle_event_date,status_updated_at,buyout_offer_date,buyout_offer_price_per_share,buyout_offer_total_value,buyout_reference_price,buyout_reference_price_date,buyout_premium_pct,buyout_vote_yes_pct,buyout_vote_no_pct,buyout_vote_advisory_pct,buyout_vote_as_of,buyout_vote_provisional,buyout_notes,underlying_collectible,significance,publisher,publication_year,issue_number,grade
rally-steg,STEG,BCQ-24 Stegosaurus Skeleton,fossils,stegosaurus,exited,200000.0,2024-12-01,68.75,13750000.0,,,,,,Rally App,2026-07-12T00:00:00Z,Offering complete. Will not trade on Rally. Submitted offering_date was 2024-12.,,,13750000.0,,inactive,other_exit,completed,,,,,,,,,,,,,,,,,,,,
rally-tkam,TKAM,Harper Lee - To Kill a Mockingbird (Signed First Edition),books,rare books,trading,2000.0,2020-10-01,16.0,32000.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2020-10.,,,32000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-tornek,TORNEK,Tornek-Rayville TR-900,watches,tornek-rayville,trading,33000.0,2020-11-01,5.0,165000.0,,,,,,Rally App,2026-07-12T00:00:00Z,Currently trading. Submitted offering_date was 2020-11.,,,165000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-treasure,TREASURE,Treasure Island (First Edition),books,rare books,trading,4500.0,2022-05-01,5.0,22500.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2022-05.,,,22500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-twocities,TWOCITIES,Charles Dickens - A Tale of Two Cities (First Edition),books,rare books,trading,200.0,2019-11-01,72.5,14500.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2019-11.,,,14500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-ulysses,ULYSSES,James Joyce - Ulysses (Matisse Signed),books,rare books,trading,500.0,2020-03-01,51.0,25500.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2020-03.,,,25500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-walden,WALDEN,Henry David Thoreau - Walden (First Edition),books,rare books,trading,2000.0,2021-05-01,10.25,20500.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2021-05.,,,20500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-wildthing,WILDTHING,Where the Wild Things Are (Inscribed First Edition),books,rare books,trading,2000.0,2021-10-01,9.0,18000.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2021-10.,,,18000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-wzrdofoz,WZRDOFOZ,The Wonderful Wizard of Oz (First Edition),books,rare books,trading,6000.0,2021-04-01,15.0,90000.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2021-04.,,,90000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-yoko,YOKO,Yoko Ono - Grapefruit (Signed First Edition),books,rare books,trading,200.0,2020-05-01,80.0,16000.0,,,,,,User-provided Books category master list,2026-07-19T00:00:00Z,Currently trading. Submitted offering_date was 2020-05.,,,16000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-93xj1,93XJ1,1993 Jaguar XJ220,cars,classic cars,trading,5000.0,2018-08-01,99.0,495000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-08.,,USD,495000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-83fb1,83FB1,1983 Ferrari 512 BBi,cars,classic cars,trading,5000.0,2018-07-01,70.0,350000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-07.,,USD,350000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-63cc1,63CC1,1963 Chevrolet Corvette Split Window,cars,classic cars,buyout_pending,2000.0,2019-03-01,63.0,126000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-03.,,USD,126000.0,,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,60.44,120880.0,69.0,2026-06-29,-0.1240579710144927,,,,,,Pending offer metadata; not an executed trade or realized exit.,,,,,,
rally-65fm1,65FM1,1965 Mustang Fastback,cars,classic cars,trading,2000.0,2019-05-01,41.25,82500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-05.,,USD,82500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-55ps1,55PS1,1955 Porsche 356 Speedster,cars,classic cars,trading,2000.0,2018-03-01,212.5,425000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-03.,,USD,425000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-65ag1,65AG1,1965 Alfa Romeo Giulia SS,cars,classic cars,trading,2000.0,2019-04-01,89.25,178500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-04.,,USD,178500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-82av1,82AV1,1982 Aston Martin V8 Vantage Oscar India,cars,classic cars,trading,14875.0,2021-12-01,20.0,297500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2021-12.,,USD,297500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-94fs1,94FS1,1994 Ferrari 348 Spider,cars,classic cars,buyout_pending,2000.0,2019-09-01,72.5,145000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-09.,,USD,145000.0,,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,87.0,174000.0,58.0,2026-06-24,0.5,,,,,,Pending offer metadata; not an executed trade or realized exit.,,,,,,
rally-94dv1,94DV1,1994 Dodge Viper RT/10,cars,classic cars,buyout_pending,2000.0,2018-12-01,28.75,57500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-12.,,USD,57500.0,,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,31.5,63000.0,30.0,2026-06-29,0.05,,,,,,Pending offer metadata; not an executed trade or realized exit.,,,,,,
rally-99ss1,99SS1,1999 Shelby Series 1,cars,classic cars,buyout_pending,1000.0,2019-09-01,137.5,137500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-09.,,USD,137500.0,,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,165.5,165500.0,165.0,2026-06-23,0.0030303030303029,22.0,77.0,0.5,2026-07-31T00:00:00Z,True,"User-observed approximate, provisional, non-final vote snapshot; Advisory Decide approximately 0.5%. Not used in index calculations.",,,,,,
rally-69bm1,69BM1,1969 Boss 302 Mustang,cars,classic cars,trading,2000.0,2017-11-01,57.5,115000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2017-11.,,USD,115000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-92ld1,92LD1,1992 Lancia Delta Martini 5,cars,classic cars,trading,3000.0,2018-12-01,55.0,165000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-12.,,USD,165000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-92cc1,92CC1,1992 Chevrolet Corvette ZR-1,cars,classic cars,trading,2000.0,2019-09-01,26.25,52500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-09.,,USD,52500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-61je1,61JE1,1961 Jaguar E-Type,cars,classic cars,trading,3000.0,2019-04-01,82.0,246000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-04.,,USD,246000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-61mg1,61MG1,1961 Maserati 3500 GT,cars,classic cars,trading,5000.0,2019-09-01,68.0,340000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-09.,,USD,340000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-72mc1,72MC1,1972 Mazda Cosmo Sport,cars,classic cars,trading,2000.0,2018-12-01,62.25,124500.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-12.,,USD,124500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-91mv1,91MV1,1991 Mitsubishi 3000GT VR-4,cars,classic cars,buyout_pending,2000.0,2018-11-01,19.0,38000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2018-11.,,USD,38000.0,,halted,buyout_offer,pending,,2026-07-31T00:00:00Z,,20.0,40000.0,18.0,2026-06-29,0.1111111111111111,,,,,,Pending offer metadata; not an executed trade or realized exit.,,,,,,
rally-75ra1,75RA1,1975 Renault Alpine A110,cars,classic cars,trading,3000.0,2019-03-01,28.0,84000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-03.,,USD,84000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-77le1,77LE1,1977 Lotus Esprit S1,cars,classic cars,trading,2000.0,2016-11-01,38.85,77700.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2016-11.,,USD,77700.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-11bm1,11BM1,2011 BMW 1M,cars,classic cars,trading,2000.0,2019-01-01,42.0,84000.0,,,,,,User-provided Cars category master list,2026-07-25T00:00:00Z,Currently trading. Submitted offering_date was 2019-01.,,USD,84000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-catcher,CATCHER,J.D. Salinger's The Catcher in the Rye,books,rare books,exited,500.0,2020-06-01,25.0,12500.0,,2026-07-20,27.95,13975.0,other,User-provided exited Books asset master update 2026-07-27,2026-07-27T00:00:00Z,Exited Books asset; no quarterly price observations added.,,USD,12500.0,,inactive,other_exit,completed,2026-07-20,,,,,,,,,,,,,,,,,,,
rally-einstein,EINSTEIN,"Albert Einstein's Philosopher-Scientist, Signed First Edition",books,rare books,exited,2000.0,2019-12-01,7.25,14500.0,,2026-02-09,8.27,16540.0,other,User-provided exited Books asset master update 2026-07-27,2026-07-27T00:00:00Z,Exited Books asset; no quarterly price observations added.,,USD,14500.0,,inactive,other_exit,completed,2026-02-09,,,,,,,,,,,,,,,,,,,
rally-federal,FEDERAL,"Hamilton, Madison, and Jay's The Federalist, First Edition",books,rare books,exited,10000.0,2021-01-01,15.0,150000.0,,2024-09-19,19.5,195000.0,other,User-provided exited Books asset master update 2026-07-27,2026-07-27T00:00:00Z,Exited Books asset; no quarterly price observations added.,,USD,150000.0,,inactive,other_exit,completed,2024-09-19,,,,,,,,,,,,,,,,,,,
rally-hobbit,HOBBIT,"J.R.R. Tolkien's The Hobbit, First Edition",books,rare books,exited,10000.0,2021-12-01,8.0,80000.0,,2024-11-13,9.0,90000.0,other,User-provided exited Books asset master update 2026-07-27,2026-07-27T00:00:00Z,Exited Books asset; no quarterly price observations added.,,USD,80000.0,,inactive,other_exit,completed,2024-11-13,,,,,,,,,,,,,,,,,,,
rally-potter,POTTER,J.K. Rowling's Harry Potter and the Philosopher's Stone,books,rare books,exited,3000.0,2019-11-01,24.0,72000.0,,2024-02-13,44.16666666666666,132500.0,other,User-provided exited Books asset master update 2026-07-27,2026-07-27T00:00:00Z,Exited Books asset; no quarterly price observations added. Exact total exit value is authoritative; per-share exit price is derived from it.,,USD,72000.0,,inactive,other_exit,completed,2024-02-13,,,,,,,,,,,,,,,,,,,
rally-warhol1,WARHOL1,"1967 Andy Warhol Marilyn Monroe Print, Signed",art,art,trading,17000.0,2022-05-01,10.0,170000.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,,USD,170000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-grateful1,GRATEFUL1,1966 Grateful Dead Skeleton and Roses Poster,art,art,trading,12500.0,2022-10-01,10.0,125000.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-10. No price history has been ingested.,,USD,125000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-warhol2,WARHOL2,"1969 Andy Warhol Campbell’s Soup Print, Signed",art,art,trading,6500.0,2022-07-01,10.0,65000.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,,USD,65000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-sachs1,SACHS1,Tom Sachs Rocket Factory “Game Changer”,art,art,trading,2150.0,2022-05-01,10.0,21500.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,,USD,21500.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-andypele,ANDYPELE,1977 Andy Warhol Pelé Polaroid,art,art,trading,6500.0,2022-08-01,4.0,26000.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,,USD,26000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-hirst1,HIRST1,"Damien Hirst, The Currency, Painting",art,art,trading,5000.0,2022-03-01,4.0,20000.0,,,,,,User-provided Art category master list,2026-07-27T00:00:00Z,Currently trading. Submitted offering_date was 2022-03. No price history has been ingested.,,USD,20000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-gold1,GOLD1,172 GM Gold Nugget,precious minerals,precious minerals,trading,4000.0,2022-04-01,4.0,16000.0,,,,,,User-provided Precious Minerals and Coins category master list,2026-07-27T00:00:00Z,Alaska gold nugget weighing 172 grams. Currently trading. Submitted offering_date was 2022-04. No price history has been ingested.,,USD,16000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-meteorite,METEORITE,Lunar Meteorite,precious minerals,meteorites,trading,17500.0,2021-08-01,20.0,350000.0,,,,,,User-provided Precious Minerals and Coins category master list,2026-07-27T00:00:00Z,Lunar meteorite. Currently trading. Submitted offering_date was 2021-08. No price history has been ingested.,,USD,350000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-1857coin,1857COIN,1857 “Ship of Gold” Coin,coins,coins,trading,5000.0,2022-08-01,5.0,25000.0,,,,,,User-provided Precious Minerals and Coins category master list,2026-07-27T00:00:00Z,Rare 1857-S $20 gold coin salvaged from the SS Central America. Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,,USD,25000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-justinian,JUSTINIAN,First Depiction of Christ on a Coin,coins,ancient coins,trading,2000.0,2021-12-01,9.0,18000.0,,,,,,User-provided Precious Minerals and Coins category master list,2026-07-27T00:00:00Z,Coin dated to approximately 695 AD featuring the first depiction of Christ on a coin. Currently trading. Submitted offering_date was 2021-12. No price history has been ingested.,,USD,18000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-croesus,CROESUS,561–546 BC First Gold Coin,coins,ancient coins,trading,8000.0,2022-07-01,8.0,64000.0,,,,,,User-provided Precious Minerals and Coins category master list,2026-07-27T00:00:00Z,Ancient Lydian gold coin associated with King Croesus and the early development of gold coinage. Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,,USD,64000.0,,active,none,none,,,,,,,,,,,,,,,,,,,,
rally-super21,SUPER21,1943 DC Comics Superman #21,comics,comics,trading,8500.0,2020-05-01,1.0,8500.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-05. No Comics price history has been ingested.,,USD,8500.0,,active,none,none,,,,,,,,,,,,,,,Superman #21,,DC Comics,1943,21,
rally-batman3,BATMAN3,1940 DC Comics Batman #3,comics,comics,trading,1000.0,2020-02-01,78.0,78000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-02. No Comics price history has been ingested.,,USD,78000.0,,active,none,none,,,,,,,,,,,,,,,Batman #3,,DC Comics,1940,3,
rally-starwars1,STARWARS1,1977 Marvel Star Wars #1,comics,comics,trading,12000.0,2020-07-01,1.0,12000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-07. No Comics price history has been ingested.,,USD,12000.0,,active,none,none,,,,,,,,,,,,,,,Star Wars #1,,Marvel,1977,1,
rally-avengers57,AVENGERS57,1968 Marvel The Avengers #57,comics,comics,trading,20000.0,2020-12-01,1.0,20000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-12. No Comics price history has been ingested.,,USD,20000.0,,active,none,none,,,,,,,,,,,,,,,The Avengers #57,,Marvel,1968,57,
rally-fan45,FAN45,1962 Marvel Fantastic Four #5,comics,comics,trading,10000.0,2021-03-01,8.0,80000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of Doctor Doom. Submitted offering_date was 2021-03. No Comics price history has been ingested.,,USD,80000.0,,active,none,none,,,,,,,,,,,,,,,Fantastic Four #5,First appearance of Doctor Doom,Marvel,1962,5,
rally-batman2,BATMAN2,1940 DC Comics Batman #2,comics,comics,trading,8500.0,2021-05-01,10.0,85000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2021-05. No Comics price history has been ingested.,,USD,85000.0,,active,none,none,,,,,,,,,,,,,,,Batman #2,,DC Comics,1940,2,
rally-spider1,SPIDER1,1963 Marvel The Amazing Spider-Man #1,comics,comics,trading,1000.0,2020-02-01,22.0,22000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-02. No Comics price history has been ingested.,,USD,22000.0,,active,none,none,,,,,,,,,,,,,,,The Amazing Spider-Man #1,,Marvel,1963,1,
rally-batman181,BATMAN181,1966 DC Comics Batman #181,comics,comics,trading,5000.0,2021-12-01,10.0,50000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of Poison Ivy. Submitted offering_date was 2021-12. No Comics price history has been ingested.,,USD,50000.0,,active,none,none,,,,,,,,,,,,,,,Batman #181,First appearance of Poison Ivy,DC Comics,1966,181,
rally-penguin,PENGUIN,1941 DC Comics Detective Comics #58,comics,comics,trading,10000.0,2021-11-01,6.0,60000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of the Penguin. Submitted offering_date was 2021-11. No Comics price history has been ingested.,,USD,60000.0,,active,none,none,,,,,,,,,,,,,,,Detective Comics #58,First appearance of the Penguin,DC Comics,1941,58,
rally-surfer4,SURFER4,1968 Marvel Silver Surfer #4,comics,comics,trading,10000.0,2021-11-01,8.0,80000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Silver Surfer battles Thor. Submitted offering_date was 2021-11. No Comics price history has been ingested.,,USD,80000.0,,active,none,none,,,,,,,,,,,,,,,Silver Surfer #4,Silver Surfer battles Thor,Marvel,1968,4,
rally-spider129,SPIDER129,1974 Marvel The Amazing Spider-Man #129,comics,comics,trading,10000.0,2021-10-01,4.0,40000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of the Punisher. Submitted offering_date was 2021-10. No Comics price history has been ingested.,,USD,40000.0,,active,none,none,,,,,,,,,,,,,,,The Amazing Spider-Man #129,First appearance of the Punisher,Marvel,1974,129,
rally-showcase4,SHOWCASE4,1956 DC Comics Showcase #4,comics,comics,trading,11000.0,2022-01-01,7.0,77000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of the Silver Age Flash. Submitted offering_date was 2022-01. No Comics price history has been ingested.,,USD,77000.0,,active,none,none,,,,,,,,,,,,,,,Showcase #4,First appearance of the Silver Age Flash,DC Comics,1956,4,
rally-hulk180,HULK180,1974 Marvel The Incredible Hulk #180,comics,comics,trading,10000.0,2021-12-01,4.2,42000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First cameo appearance of Wolverine. Submitted offering_date was 2021-12. No Comics price history has been ingested.,,USD,42000.0,,active,none,none,,,,,,,,,,,,,,,The Incredible Hulk #180,First cameo appearance of Wolverine,Marvel,1974,180,
rally-59flash,59FLASH,1959 DC Comics The Flash #105,comics,comics,trading,10000.0,2021-01-01,6.5,65000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2021-01. No Comics price history has been ingested.,,USD,65000.0,,active,none,none,,,,,,,,,,,,,,,The Flash #105,,DC Comics,1959,105,
rally-ac23,AC23,1940 DC Comics Action Comics #23,comics,comics,trading,4000.0,2021-05-01,7.0,28000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of Lex Luthor. Submitted offering_date was 2021-05. No Comics price history has been ingested.,,USD,28000.0,,active,none,none,,,,,,,,,,,,,,,Action Comics #23,First appearance of Lex Luthor,DC Comics,1940,23,
rally-spider10,SPIDER10,1964 Marvel The Amazing Spider-Man #10,comics,comics,trading,4200.0,2020-09-01,5.0,21000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-09. No Comics price history has been ingested.,,USD,21000.0,,active,none,none,,,,,,,,,,,,,,,The Amazing Spider-Man #10,,Marvel,1964,10,
rally-flash123,FLASH123,1961 DC Comics The Flash #123,comics,comics,trading,3625.0,2021-06-01,8.0,29000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Landmark multiverse story. Submitted offering_date was 2021-06. No Comics price history has been ingested.,,USD,29000.0,,active,none,none,,,,,,,,,,,,,,,The Flash #123,Landmark multiverse story,DC Comics,1961,123,
rally-xlxmen1,XLXMEN1,1975 Marvel Giant-Size X-Men #1,comics,comics,trading,8000.0,2021-08-01,8.0,64000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of the new X-Men team. Submitted offering_date was 2021-08. No Comics price history has been ingested.,,USD,64000.0,,active,none,none,,,,,,,,,,,,,,,Giant-Size X-Men #1,First appearance of the new X-Men team,Marvel,1975,1,
rally-xmen94,XMEN94,1975 Marvel X-Men #94,comics,comics,trading,10000.0,2021-08-01,6.5,65000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,New X-Men team enters the title series. Submitted offering_date was 2021-08. No Comics price history has been ingested.,,USD,65000.0,,active,none,none,,,,,,,,,,,,,,,X-Men #94,New X-Men team enters the title series,Marvel,1975,94,
rally-dracula10,DRACULA10,1973 Marvel Tomb of Dracula #10,comics,comics,trading,4000.0,2022-08-01,10.0,40000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of Blade. Submitted offering_date was 2022-08. No Comics price history has been ingested.,,USD,40000.0,,active,none,none,,,,,,,,,,,,,,,Tomb of Dracula #10,First appearance of Blade,Marvel,1973,10,
rally-ghost1,GHOST1,1973 Marvel Ghost Rider #1,comics,comics,trading,2000.0,2021-10-01,7.0,14000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2021-10. No Comics price history has been ingested.,,USD,14000.0,,active,none,none,,,,,,,,,,,,,,,Ghost Rider #1,,Marvel,1973,1,
rally-captain3,CAPTAIN3,1941 Timely Comics Captain America Comics #3,comics,comics,trading,1000.0,2020-07-01,37.0,37000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-07. No Comics price history has been ingested.,,USD,37000.0,,active,none,none,,,,,,,,,,,,,,,Captain America Comics #3,,Timely Comics,1941,3,
rally-superman6,SUPERMAN6,1940 DC Comics Superman #6,comics,comics,trading,3000.0,2022-07-01,8.0,24000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2022-07. No Comics price history has been ingested.,,USD,24000.0,,active,none,none,,,,,,,,,,,,,,,Superman #6,,DC Comics,1940,6,
rally-batman6,BATMAN6,1941 DC Comics Batman #6,comics,comics,buyout_pending,2000.0,2020-10-01,13.5,27000.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-10. No Comics price history has been ingested.,,USD,27000.0,,halted,buyout_offer,pending,,,,11.0,22000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,Batman #6,,DC Comics,1941,6,
rally-wolverine,WOLVERINE,1974 Marvel The Incredible Hulk #181,comics,comics,buyout_pending,5000.0,2021-01-01,9.5,47500.0,,,,,,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First full appearance of Wolverine. Submitted offering_date was 2021-01. No Comics price history has been ingested.,,USD,47500.0,,halted,buyout_offer,pending,,,,11.4,57000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,The Incredible Hulk #181,First full appearance of Wolverine,Marvel,1974,181,
rally-batman,BATMAN,"1940 DC Comics Batman #1, CGC 8.0",comics,comics,exited,180000.0,2022-12-01,10.0,1800000.0,,,11.11,2000000.0,buyout,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2022-12. No Comics price history has been ingested.,,USD,1800000.0,,inactive,buyout,completed,,,,,,,,,,,,,,,"Batman #1, CGC 8.0",,DC Comics,1940,1,CGC 8.0
rally-batman1,BATMAN1,"1940 DC Comics Batman #1, CGC 1.5",comics,comics,exited,1000.0,2020-06-01,71.0,71000.0,,,103.95,103950.0,buyout,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-06. No Comics price history has been ingested.,,USD,71000.0,,inactive,buyout,completed,,,,,,,,,,,,,,,"Batman #1, CGC 1.5",,DC Comics,1940,1,CGC 1.5
rally-justise1,JUSTISE1,1960 DC Comics Justice League of America #1,comics,comics,exited,5000.0,2020-11-01,43.0,215000.0,,,45.0,225000.0,buyout,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-11. No Comics price history has been ingested.,,USD,215000.0,,inactive,buyout,completed,,,,,,,,,,,,,,,Justice League of America #1,,DC Comics,1960,1,
rally-thor,THOR,1962 Marvel Journey into Mystery #83,comics,comics,exited,10750.0,2021-01-01,20.0,215000.0,,,24.28,261000.0,buyout,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,First appearance of Thor. Submitted offering_date was 2021-01. No Comics price history has been ingested.,,USD,215000.0,,inactive,buyout,completed,,,,,,,,,,,,,,,Journey into Mystery #83,First appearance of Thor,Marvel,1962,83,
rally-tmnt1,TMNT1,1984 Teenage Mutant Ninja Turtles #1,comics,comics,exited,1000.0,2020-07-01,65.0,65000.0,,,100.0,100000.0,buyout,User-supplied Comics Asset Registry,2026-08-02T00:00:00Z,Submitted offering_date was 2020-07. No Comics price history has been ingested.,,USD,65000.0,,inactive,buyout,completed,,,,,,,,,,,,,,,Teenage Mutant Ninja Turtles #1,,,1984,1,
